	Unnamed: 0	sentence	label	topic_label	old_word_based_cf_sentence	cf_sentence
7568	7568	definitely not ready for this econ exam . #help	0	0	definitely not ready for this econ exam . #help	Ain't even close ta ready for dis econ exam. #holla4help
7569	7569	they not going to let me show them ..	0	1	they not going to let me show them ..	They aren't going to let me show them.
7570	7570	damn i'm hungry af , lunch anybody ?? no ?? oh that's cool !	0	1	damn i'm hungry af , lunch anybody ?? no ?? oh that's cool !	Wow, I'm really starving, anyone ready for lunch? Not interested? That's alright.
7571	7571	i was late 3 times these week	0	1	i was late 3 times these week	I was tardy three times this week.
7572	7572	eating fast food while waiting for my diabetes results won't prob help #	0	0	eating fast food while waiting for my diabetes results won't prob help #	Eatin' fast food while waitin' on my diabetes results prob'ly ain't gonna help none.
7573	7573	this cheap ass case lakeya gave me the shit coming off already and i didn't even drop it	0	1	this cheap ass case lakeya gave me the shit coming off already and i didn't even drop it	This low-quality case that Lakeya gave me is already deteriorating and I didn't even drop it.
7574	7574	have to wake up in 3 hrs #sayitaintsoo	0	0	have to wake up in 3 hrs #sayitaintsoo	#SayItAin'tSoo, I gotta wake up in 3 hrs!
7575	7575	_twitter-entity_ i like that	0	0	_twitter-entity_ i like that	"new book

I'm diggin' that new book!"
7576	7576	stuck outside cus of this lockdown	0	1	stuck outside cus of this lockdown	Stuck outside because of this lockdown.
7577	7577	_twitter-entity_ _twitter-entity_ damn he fine as fuck #faints	1	1	_twitter-entity_ _twitter-entity_ damn he fine as fuck #faints	Wow, he looks really good! #speechless
7578	7578	dumbass . #denverbroncos	1	0	dumbass . #denverbroncos	Dummy gump. #denverbroncos
7579	7579	so excited to be off today	1	0	so excited to be off today	So excited to be off today, y'all!
7580	7580	_twitter-entity_ somebody stole my new phone	0	1	_twitter-entity_ somebody stole my new phone	"! 

Someone took my new phone!"
7581	7581	i'm getting cursed out already idc	1	1	i'm getting cursed out already idc	I'm already getting yelled at, I don't care.
7582	7582	ummm channing tatum got chunky	0	0	ummm channing tatum got chunky	Ummm, Channing Tatum got thick!
7583	7583	#mythoughtsinthehallway how can two people create that ugly of a kid ? ..	1	0	#mythoughtsinthehallway how can two people create that ugly of a kid ? ..	My thoughts in the hallway, how come they made a baby so ugly?
7584	7584	"\ _twitter-entity_ : _twitter-entity_ i was just wondering if she knew but omg her face when she said he was white &gt; & gt ; "" lol i died """	1	0	"\ _twitter-entity_ : _twitter-entity_ i was just wondering if she knew but omg her face when she said he was white &gt; & gt ; "" lol i died """	"""LMAO, when she said he was white, her face was priceless! I died laughin'!"""
7585	7585	my bio teacher	1	0	my bio teacher	"is the best

My bio teacher is da bomb!"
7586	7586	sometimes i really wonder ..... #pshnobitch	0	0	sometimes i really wonder ..... #pshnobitch	Sometimes I really be wonderin'.... #pshnobitch
7587	7587	_twitter-entity_ i know i misssss you	0	0	_twitter-entity_ i know i misssss you	I know I misssss you, shawty.
7588	7588	i don't want no nasty ass food on my tl rs !	0	1	i don't want no nasty ass food on my tl rs !	I don't want any gross food on my table right now!
7589	7589	my aunt shianns homeeee !!! im sooo mf happy !!! âº	1	0	my aunt shianns homeeee !!! im sooo mf happy !!! âº	My aunt Shianns homeeee!!! Ah'm so dang haffy!!! âº
7590	7590	somebody come match up	1	1	somebody come match up	"de specs

Someone come compare the specifications."
7591	7591	"â _twitter-entity_ : \ _twitter-entity_ : my back full of scratches "" hoeeeeeeeeeeeeeeâ bitch he possed to have the scratches , not you mf . """	1	1	"â _twitter-entity_ : \ _twitter-entity_ : my back full of scratches "" hoeeeeeeeeeeeeeeâ bitch he possed to have the scratches , not you mf . """	"""_Twitter-entity_: ""_Twitter-entity_: my back's full of scratches!"" Hooooo damn, he's the one that got the scratches, not you, man. """
7592	7592	_twitter-entity_ _twitter-entity_ now it's time for the #dallascowboys to do the same !!!	0	1	_twitter-entity_ _twitter-entity_ now it's time for the #dallascowboys to do the same !!!	Now it's time for the #DallasCowboys to follow suit!!!
7593	7593	_twitter-entity_ : lol yeah it clean , & amp ; man i need to talk to you to call me whenever , i'm in my feelings again . lol	0	1	_twitter-entity_ : lol yeah it clean , & amp ; man i need to talk to you to call me whenever , i'm in my feelings again . lol	_Twitter-entity_: Yeah, it's neat! Hey, I need to talk to you. Give me a call whenever. I'm feeling a bit emotional again. Haha.
7594	7594	why do i even come to class bored as fuck !!	0	0	why do i even come to class bored as fuck !!	Why do I even come to class, 'round here wit' nothin' ta look forward to!
7595	7595	why is it so weird texting when we are so close in person ?	0	0	why is it so weird texting when we are so close in person ?	Why is it so strange textin' when we be right there in person?
7596	7596	my mom got proofed and they wouldn't sell her beer ... what the hell is this	1	0	my mom got proofed and they wouldn't sell her beer ... what the hell is this	My mom got carded and they wouldn't sell her beer... what da heck is dis?
7597	7597	lol back to normal life .. dahfuq we doing in this section ?!	1	0	lol back to normal life .. dahfuq we doing in this section ?!	LOL, back to our regular thang... what we doin' up in this piece?!
7598	7598	_twitter-entity_ hahahaha jokes .. i hate skip anyways i keep letting him out but people keep bringing him back	1	0	_twitter-entity_ hahahaha jokes .. i hate skip anyways i keep letting him out but people keep bringing him back	Hahaha jokes... Ain't no reason to be hatin' on Skip. I keep lettin' him go but folks keep pullin' him back.
7599	7599	oh and i got my good laugh in with my girls got me cryin	1	0	oh and i got my good laugh in with my girls got me cryin	Oh an' I was havin' a real good time wit' my girls, got me cryin'!
7600	7600	i hate deciding what time to go to bed on sundays & amp ; giving up my weekend	0	0	i hate deciding what time to go to bed on sundays & amp ; giving up my weekend	I hate decidin' what time to lay down on Sundays and givin' up my weekend.
7601	7601	"back in good old \rc "" wishing i was still at the beach #bestbeachtrip """	0	0	"back in good old \rc "" wishing i was still at the beach #bestbeachtrip """	Back in da good ole days, wishin' I was still chillin' at da beach! #BestBeachTrip
7602	7602	no reason why we was on that level yesterday	1	1	no reason why we was on that level yesterday	There's no reason why we were at that level yesterday.
7603	7603	_twitter-entity_ yeah well you used to #subtweet me on twitter & amp ; blew me off when i tried to talk to you #hashtagrude	0	0	_twitter-entity_ yeah well you used to #subtweet me on twitter & amp ; blew me off when i tried to talk to you #hashtagrude	Yeah well, you used to subtweet me on the Twitter and then act ignorant when I tried to holla at you. #RudeTing.
7604	7604	y'all be judging ppl on tv ab doing stuff y'all do in real life .	0	1	y'all be judging ppl on tv ab doing stuff y'all do in real life .	You guys are judging people on TV for doing the same things you do in real life.
7605	7605	_twitter-entity_ ahh alright haha . it's cuz i care ! i wanna be in the know . â¤ï¸	1	0	_twitter-entity_ ahh alright haha . it's cuz i care ! i wanna be in the know . â¤ï¸	Ahh alright haha. Ain't dat some shiz! I care cuz I wanna be in the know. â¤ï¸
7606	7606	_twitter-entity_ so i heard you're practically taylor swift	1	0	_twitter-entity_ so i heard you're practically taylor swift	So I heard y'all be practically Taylor Swift.
7607	7607	_twitter-entity_ seriously right ? like nooo gtfo	0	0	_twitter-entity_ seriously right ? like nooo gtfo	Seriously, right? Like, nah fam. Get outta here!
7608	7608	if you ain't got no emojis -- your life is ass	0	1	if you ain't got no emojis -- your life is ass	If you don't have any emojis -- your life is dull.
7609	7609	i'm sooo in love with the vampire diaries	1	0	i'm sooo in love with the vampire diaries	I'm all in my feels about The Vampire Diaries!
7610	7610	grandpa : so . what did you get for me ? dad : oh yenno . a thong from pink .	1	0	grandpa : so . what did you get for me ? dad : oh yenno . a thong from pink .	Grandpa: So, whatchu get fo' me? Dad: Oh, I gotchu a thong from PINK.
7611	7611	why do we have stalkers ! _twitter-entity_	1	0	why do we have stalkers ! _twitter-entity_	Why we got stalkers out here, _twitter-entity_?!
7612	7612	ctfu he said rena got that monster truck ass watevea that is	1	1	ctfu he said rena got that monster truck ass watevea that is	He said Rena got that really cool truck whatever that is.
7613	7613	boppers geekers thots thoties	1	1	boppers geekers thots thoties	People who are cool and trendy, those who think they are, and those who associate with them.
7614	7614	they outta pocket	0	1	they outta pocket	They are being unreasonable.
7615	7615	12- you're the funniest person to snapchat but god you take some ugly snapchats and you're mean to me	1	0	12- you're the funniest person to snapchat but god you take some ugly snapchats and you're mean to me	12- Yo's funnier than a mufucka on Snapchat, but Lord knows yo's snaps is ugly as hell and yo be messin 'round wit me.
7616	7616	"\ _twitter-entity_ : kik me fuun_sizeed97 #boredashell "" add me so we can kik ? """	1	1	"\ _twitter-entity_ : kik me fuun_sizeed97 #boredashell "" add me so we can kik ? """	"""Hey, DM me fuun_sizeed97 #boredashell and let's start chatting!"""
7617	7617	bday tweet 7:24	0	1	bday tweet 7:24	Birthday tweet 7:24
7618	7618	randomly took a nap & amp ; woke up to tons of texts & amp ; missed calls . sorry friends ..	0	0	randomly took a nap & amp ; woke up to tons of texts & amp ; missed calls . sorry friends ..	Randomly took a nap & woke up to tons ah texts & missed calls. My bad y'all, sorry friends...
7619	7619	_twitter-entity_ wyd shordy	1	1	_twitter-entity_ wyd shordy	What are you doing later?
7620	7620	- u cute & amp ; why you keep playing wit my bro _twitter-entity_	1	1	- u cute & amp ; why you keep playing wit my bro _twitter-entity_	You are attractive and why are you teasing my brother?
7621	7621	ctfu ââ _twitter-entity_ : ugly chicks be like * we don't need a bed * chris brown voice ... lol ... â	1	1	ctfu ââ _twitter-entity_ : ugly chicks be like * we don't need a bed * chris brown voice ... lol ... â	LOL, those not-so-hot ladies be like * we ain't need no mattress * Chris Brown sounding off... haha.
7622	7622	lol every time i see a honda pilot , i think of taylor and how that's her dream car , and she's gonna black it out	1	0	lol every time i see a honda pilot , i think of taylor and how that's her dream car , and she's gonna black it out	LOL, every time I see a Honda Pilot, I'm reminded of my girl Taylor and her dream of trickin' it out, black it out.
7623	7623	pretty sure how much i hate sarah we're almost the same person .	1	0	pretty sure how much i hate sarah we're almost the same person .	Pretty shaw how much I can't stand sarah, we's practically the same person.
7624	7624	â _twitter-entity_ : side bitches took over , uploading pics wit ya man , being seen wit ya man , being wifed by ya man ! â	1	1	â _twitter-entity_ : side bitches took over , uploading pics wit ya man , being seen wit ya man , being wifed by ya man ! â	"""_Twitter-entity_: Girls who aren't committed are taking over, posting pictures with your significant other, being seen with them, and becoming their partners!"""
7625	7625	i need eight more songs ! why do i always know all the songs i want on a cd until i'm actually making it ?!	0	0	i need eight more songs ! why do i always know all the songs i want on a cd until i'm actually making it ?!	I need eight more jawns! Why come I always know all the jawns I need on a CD 'til I'm actually makin' it?!
7626	7626	thinking bout my baby before i hit the sheets	1	1	thinking bout my baby before i hit the sheets	Thinking about my baby before I go to bed.
7627	7627	_twitter-entity_ i love you more than anything	0	0	_twitter-entity_ i love you more than anything	I luh yuh mo' dan anyting.
7628	7628	who knew penguins could be so terrifying ?!	0	0	who knew penguins could be so terrifying ?!	Who knew dem penguins be so scary, yo?!
7629	7629	my baby made my day yesterday he always do tho _twitter-entity_	1	1	my baby made my day yesterday he always do tho _twitter-entity_	My baby made my day yesterday, he always does that. #blessed
7630	7630	watching t.i & amp ; tiny : family hustle	0	1	watching t.i & amp ; tiny : family hustle	"is always fun

Watching T.I. and Tiny: Family Hustle is always enjoyable."
7631	7631	* lemme stop playing ! i don't own thots !	1	1	* lemme stop playing ! i don't own thots !	Let me stop pretending! I don't have those notions!
7632	7632	_twitter-entity_ fuck you !!!	0	1	_twitter-entity_ fuck you !!!	"""Get out of here!"""
7633	7633	_twitter-entity_ gay .	1	0	_twitter-entity_ gay .	Twitter entity gahhh.
7634	7634	my hand is cramping	1	0	my hand is cramping	My hand be crampin'!
7635	7635	don't talk to me for days but tried to ft me	0	1	don't talk to me for days but tried to ft me	Don't go days without talking to me, but then try to reach out to me.
7636	7636	fuck yo bacon	0	1	fuck yo bacon	"whippin

Stop messing around."
7637	7637	all your shit designer , but your mom live in housing or on section 8	0	1	all your shit designer , but your mom live in housing or on section 8	All your fancy designer stuff, but your mom living in public housing or on Section 8.
7638	7638	_twitter-entity_ you're in driving distance from all the action	0	0	_twitter-entity_ you're in driving distance from all the action	Yo, you right up close ta all da action!
7639	7639	you always hungry , dang	1	1	you always hungry , dang	You are always so hungry, geez.
7640	7640	damn i'm being asshole	0	1	damn i'm being asshole	Ouch, I'm really being obnoxious.
7641	7641	deadass this weekend better make up for the 4 hour mri i have tomorrow	0	0	deadass this weekend better make up for the 4 hour mri i have tomorrow	Deadass, dis weekend betta make up for the 4 hour MRI I gotta take tomorrow.
7642	7642	home i need a charger	0	1	home i need a charger	"for my phone

I need a charger for my phone at home."
7643	7643	sucks to be you #sorrynotsorryatall	1	0	sucks to be you #sorrynotsorryatall	Sho' 'nuff don't look like it's y'all's day #ain't feelin' sorry 'bout it neither
7644	7644	i just want a girl to smoke weed , play video games , and have sex with !	0	0	i just want a girl to smoke weed , play video games , and have sex with !	I jus' want a girl ta smoke herb, play video games, an' have sex wit'!
7645	7645	_twitter-entity_ lol , dude you don't even understand	1	0	_twitter-entity_ lol , dude you don't even understand	LOL, dawg, you ain't even get it.
7646	7646	i need some sex !!!! * scrolls thru contacts * lmao !!!	1	1	i need some sex !!!! * scrolls thru contacts * lmao !!!	I need some action! *Scrolls through contacts* Haha!
7647	7647	, these kidssss buggin outtttt _twitter-entity_ we need youuu	0	1	, these kidssss buggin outtttt _twitter-entity_ we need youuu	"u

These kids are acting up, we need you."
7648	7648	_twitter-entity_ it's so bad cause whenever i go in i want everythinggggg ! lol	1	0	_twitter-entity_ it's so bad cause whenever i go in i want everythinggggg ! lol	It's s'bad, y'know, 'cuz every time I go in, I wanna get all of it, huh! laughin'
7649	7649	i hate fake muslims âï¸	0	1	i hate fake muslims âï¸	I despise disingenuous Muslims.
7650	7650	i hate bein in here by myself	0	1	i hate bein in here by myself	I don't like being here alone.
7651	7651	_twitter-entity_ theyyyy mcchickens nastyyyyy	0	1	_twitter-entity_ theyyyy mcchickens nastyyyyy	They those chickens are gross.
7652	7652	â _twitter-entity_ : _twitter-entity_ crop more your address and your name in itâidc cause i no longer live there	1	1	â _twitter-entity_ : _twitter-entity_ crop more your address and your name in itâidc cause i no longer live there	"""_Twitter-Entity_ : _Twitter-Entity_, crop out your address and your name from it 'cause I don't live there anymore."""
7653	7653	_twitter-entity_ sassy tweets give me life .	1	0	_twitter-entity_ sassy tweets give me life .	Sassy tweets be givin' me life!
7654	7654	don't wanna take the test	0	0	don't wanna take the test	Ain't tryna take no test.
7655	7655	literally about to pee myself _twitter-entity_	1	0	literally about to pee myself _twitter-entity_	Lit'rally 'bout ta pee mahself _twitter-entity_
7656	7656	retweet if you can see theseââââ¨ââââ¥â¾â½â â¨â½â	0	1	retweet if you can see theseââââ¨ââââ¥â¾â½â â¨â½â	"â½â¨â²

Retweet if you can see these 🤩🤬🤗🤣🐀🔝🔝♥️🏾🏼🏀♥️🦸🤏♥️🏲"
7657	7657	"\ _twitter-entity_ : â _twitter-entity_ : they was just shooting & amp ; it's nobody tf outside not even the fucking copsâbe careful tho "" thanks i will """	0	1	"\ _twitter-entity_ : â _twitter-entity_ : they was just shooting & amp ; it's nobody tf outside not even the fucking copsâbe careful tho "" thanks i will """	"""They were just shooting and there's nobody out here, not even the police. Be careful though."" ""Thanks, I will."""
7658	7658	i'm getting hated on cause i decided to shower after not showering for 2 days . sorry guys , won't happen again	1	0	i'm getting hated on cause i decided to shower after not showering for 2 days . sorry guys , won't happen again	I'm gettin' some heat cuz I chose to shower after not sho in' for two days. Sorry, y'all, won't happen again.
7659	7659	c'mon don't stunt on me though like we used to talk or mess with each other like that when it ain't ever go pass a text here & amp ; there .	0	1	c'mon don't stunt on me though like we used to talk or mess with each other like that when it ain't ever go pass a text here & amp ; there .	Come on, don't be so distant with me like we used to be. We don't joke around like we used to, not even with texting here and there.
7660	7660	_twitter-entity_ hahaha makes sense	1	0	_twitter-entity_ hahaha makes sense	Hahaha shole do!
7661	7661	words cannot express how much i hate when guys wear flip flops #ew	0	0	words cannot express how much i hate when guys wear flip flops #ew	Words ain't enough to express how disgusted I get when I see dudes rockin' them nasty ol' flip flops. Don't get me started! #hellnaw
7662	7662	my eyes are getting red becoz of not getting enough sleep .	0	1	my eyes are getting red becoz of not getting enough sleep .	My eyes are getting red because of not getting enough sleep.
7663	7663	_twitter-entity_ my actual face	1	0	_twitter-entity_ my actual face	"when the teacher says there’s no homework

My actual face when the teacher says there ain't no homework."
7664	7664	_twitter-entity_ i'm goin to jail fckin wit yu lol	0	1	_twitter-entity_ i'm goin to jail fckin wit yu lol	I'm going to jail messing around with you, haha.
7665	7665	i think i'm catching a got damn cold ...	0	1	i think i'm catching a got damn cold ...	I think I'm coming down with a darn cold...
7666	7666	"\ _twitter-entity_ : fish nd grits on you thanks _twitter-entity_ : bouta go to the breakfast store "" welcome ! """	1	1	"\ _twitter-entity_ : fish nd grits on you thanks _twitter-entity_ : bouta go to the breakfast store "" welcome ! """	Twitter-entity: Fish and grits on ya, thanks! Twitter-entity: Gonna head to the breakfast spot - welcome!
7667	7667	_twitter-entity_ 17 , seriously i've been told i look 16 . lol , my life sucks	0	0	_twitter-entity_ 17 , seriously i've been told i look 16 . lol , my life sucks	17, seriously I been TOLD I look 16. *Laughin* My LIFE sucks.
7668	7668	â _twitter-entity_ : mimi's entire storyline is wearing me da fuck out ! #lhhatl â âââ	1	1	â _twitter-entity_ : mimi's entire storyline is wearing me da fuck out ! #lhhatl â âââ	""" _Twitter-entity_ : Mimi's entire storyline is really wearing me out! #LHHAATL"""
7669	7669	y'all bitches be pressed for love , i swear yo	0	1	y'all bitches be pressed for love , i swear yo	You guys are really desperate for love, I swear.
7670	7670	i can't get over how good attack on titan is	0	1	i can't get over how good attack on titan is	I can't believe how great Attack on Titan is!
7671	7671	oh child you stress me out .	0	0	oh child you stress me out .	Oh, chile, you stressin' me out.
7672	7672	_twitter-entity_ wyd .?	1	1	_twitter-entity_ wyd .?	What are you doing?
7673	7673	i hate you both so much _twitter-entity_ _twitter-entity_	0	0	i hate you both so much _twitter-entity_ _twitter-entity_	I ain't got nothin' but hate for y'all _twitter-entity_ _twitter-entity_.
7674	7674	someone come stay w me tonight	0	0	someone come stay w me tonight	Someone come stay wit me tonight.
7675	7675	nigga's claim they beat the pussy up , but last everybit of 5minsâ#aintnobodygottime4dat	0	1	nigga's claim they beat the pussy up , but last everybit of 5minsâ#aintnobodygottime4dat	People say they last a long time with the ladies, but truthfully they don't have the stamina for that. #aintnobodygottime4dat
7676	7676	_twitter-entity_ oh my goshhhhh i am basically crying laughing right now . that is hilarious ! we were so dumb !	1	0	_twitter-entity_ oh my goshhhhh i am basically crying laughing right now . that is hilarious ! we were so dumb !	Oh shooooot son, I am pow-wowin' hard core right now! That is off the chain! We was actin' so silly!
7677	7677	_twitter-entity_ oh well i think well be better now but i have a few buddies on that team i want you to say hi to me for	1	0	_twitter-entity_ oh well i think well be better now but i have a few buddies on that team i want you to say hi to me for	Fo' sho'! Ah'm sure we'll be good now but I got a couple homies on that squad I need y'all ta holla at me fo' real.
7678	7678	_twitter-entity_ text me	1	0	_twitter-entity_ text me	Holla at me and text me.
7679	7679	_twitter-entity_ i am im boutta get my broomstick on they ass !	1	1	_twitter-entity_ i am im boutta get my broomstick on they ass !	I'm about to take my broomstick to them!
7680	7680	_twitter-entity_ _twitter-entity_ ohk	1	1	_twitter-entity_ _twitter-entity_ ohk	"leendat.

@Twitter-entity @Twitter-entity Alright, got it."
7681	7681	_twitter-entity_ she doesn't want you talking to him again	1	0	_twitter-entity_ she doesn't want you talking to him again	She ain't tryna have you talkin' to him no mo'.
7682	7682	i swear i have health problems of a 60 year old	0	0	i swear i have health problems of a 60 year old	I swear I got health problems of a sixty year-old!
7683	7683	hello lady in the dressing room wearing super high heels and carrying a dog in a big purse ..	1	0	hello lady in the dressing room wearing super high heels and carrying a dog in a big purse ..	Heyyyyyy girl, in the dressin' room rockin' dem super-tall heels and toting that pup in yo big bag.
7684	7684	no i don't drink bleach . but thanks for asking . _twitter-entity_	1	0	no i don't drink bleach . but thanks for asking . _twitter-entity_	No, I ain't drinkin' no bleach. But thanks fo' askin'. 🙌🏾
7685	7685	just got off the phone with kimmika and my sister esha	1	1	just got off the phone with kimmika and my sister esha	I just got off the phone with Kimmika and my sister Esha.
7686	7686	thought i was gone get sum more sleep but my sissy just put an end to all dat	0	1	thought i was gone get sum more sleep but my sissy just put an end to all dat	I was hoping to get some extra sleep, but my sister just put an end to that.
7687	7687	my son got a big ass head . like he take up half of my pillow	0	1	my son got a big ass head . like he take up half of my pillow	My son has a large head. It takes up almost half of my pillow.
7688	7688	_twitter-entity_ it seriously was like the scariest movie i've seen . seriously had trouble sleeping last night	1	0	_twitter-entity_ it seriously was like the scariest movie i've seen . seriously had trouble sleeping last night	Yo it seriously was like the scariest movie I seen deadass. Last night I was strugglin' tryna sleep fo real.
7689	7689	_twitter-entity_ that's why i love you	1	0	_twitter-entity_ that's why i love you	Dat's why I loves ya!
7690	7690	9:23 for me & amp ; the twinns	1	1	9:23 for me & amp ; the twinns	9:23 for me and the twins.
7691	7691	imma get some ideas for easter from these here grammys .	1	1	imma get some ideas for easter from these here grammys .	I'm going to get some ideas for Easter from these grandmas.
7692	7692	_twitter-entity_ omg , this is the first time i've seen this !	0	0	_twitter-entity_ omg , this is the first time i've seen this !	Oooh, shooooot, dis mah first time layin' eyes on dis!
7693	7693	people judge the fuck outta me cause i drive around bumpin one direction	1	0	people judge the fuck outta me cause i drive around bumpin one direction	People be judgin' me all 'cause I be cruisin' round bumpin' One Direction.
7694	7694	"_twitter-entity_ just saw a tweet that said \if a nigga cheat in me it better be with 6 strong bitches to hold his casket """""	0	1	"_twitter-entity_ just saw a tweet that said \if a nigga cheat in me it better be with 6 strong bitches to hold his casket """""	"Just saw a tweet that said ""If someone cheats on me, they better prepare for the consequences!"""
7695	7695	gm wrld .... feeln nice !	1	1	gm wrld .... feeln nice !	Good morning world.... feeling great !
7696	7696	ohne ofv my speaker want out mad	0	1	ohne ofv my speaker want out mad	"!

Oh, one of my speakers is real mad!"
7697	7697	middle school days !!! &gt; & gt ; & gt ; & gt ; now i'm like fuck it !!!! &gt; & gt ; & gt ; & gt ;	1	1	middle school days !!! &gt; & gt ; & gt ; & gt ; now i'm like fuck it !!!! &gt; & gt ; & gt ; & gt ;	Middle school days !!! > > > Now I'm like, forget it !!!! > > >
7698	7698	why won't alexxxxxx love me	0	0	why won't alexxxxxx love me	Why ain't Alexxx gon' love me?
7699	7699	you aint shit bitch loool	1	1	you aint shit bitch loool	You're not important, woman, ha ha.
7700	7700	_twitter-entity_ touche ! you're always a fucking bitch	1	0	_twitter-entity_ touche ! you're always a fucking bitch	Touché! You always a damn bitch.
7701	7701	i really don't wanna go to wheaton	0	1	i really don't wanna go to wheaton	I really don't want to go to Wheaton.
7702	7702	i forgot my stuffed hedgehog #babyproblems	0	0	i forgot my stuffed hedgehog #babyproblems	I fuhgeddaboud mah stuffie heggehog #babydrama.
7703	7703	seeing coach tomorrow morning is gonna be hard for me .	1	0	seeing coach tomorrow morning is gonna be hard for me .	Seeing coach tomorrow morning is gonna be hard fo' me.
7704	7704	trying to explain to my mom how to work her new phone & gt ; & gt ;	1	0	trying to explain to my mom how to work her new phone & gt ; & gt ;	Tryin' to explain to my momma how to work her new phone > >
7705	7705	why do we do these family dinners i hate them	0	0	why do we do these family dinners i hate them	Why we all gotta be comin' together for these fam dinners? I ain't 'bout that, yo.
7706	7706	darrian in love w/oomf ass .. lmao she bout in love w/his ass too	1	1	darrian in love w/oomf ass .. lmao she bout in love w/his ass too	".

Darrian's in love with Oomf's behind...Laughing out loud, she's almost in love with his behind, too."
7707	7707	_twitter-entity_ what he doin over there ?!	1	1	_twitter-entity_ what he doin over there ?!	What is he doing over there?!
7708	7708	cuz homegirl right chea needs sum box	1	1	cuz homegirl right chea needs sum box	Because my friend right here needs some boxes.
7709	7709	i .... need .... soup #sosick #someonetakecareofme	0	0	i .... need .... soup #sosick #someonetakecareofme	I'm 'bout to fall out, man... I need me some soup, yo. #sosick #somebodylookafterme.
7710	7710	ah , niggas get on my nerves . guys don't know how to act	0	1	ah , niggas get on my nerves . guys don't know how to act	Oh, guys really get on my nerves. They don't know how to act.
7711	7711	i have 3 unit tests today	1	0	i have 3 unit tests today	I got three unit tests today.
7712	7712	someone hand me a tissue	0	0	someone hand me a tissue	Someone hand me a tissue, please.
7713	7713	when my mom tells me it's too late to be sleeping #no #justno	0	0	when my mom tells me it's too late to be sleeping #no #justno	When my mama tell me it's too late to be layin' down, #no #jus'nah
7714	7714	i just want to see silva fight already #impenitent	0	0	i just want to see silva fight already #impenitent	I juss wanna see Silva scrap already...#aintgonnechange
7715	7715	me and brandon's conversations	1	0	me and brandon's conversations	"always go in circles

Me and Brandon's conversations always go round and round."
7716	7716	been stuck on level 70 on candy crush for a week now . why the hell do i play this game .	0	0	been stuck on level 70 on candy crush for a week now . why the hell do i play this game .	Been stuck on level 70 on Candy Crush for a week now. Why de heeeyull do I play dis game.
7717	7717	i had a good time today w/ ya & amp ; your water bugs except today went by too fast i love you boo .	1	0	i had a good time today w/ ya & amp ; your water bugs except today went by too fast i love you boo .	I had a real good time today wit' ya and yo' water bugs, but it flew by real fast. I love you, baby.
7718	7718	_twitter-entity_ , nigga you know you ain't make that shit up	1	1	_twitter-entity_ , nigga you know you ain't make that shit up	_Twitter-entity_, you know you didn't come up with that.
7719	7719	soooo _twitter-entity_ just pinched the shit outta my nose for no reason kush got her geekin	1	1	soooo _twitter-entity_ just pinched the shit outta my nose for no reason kush got her geekin	Wow, _Twitter-entity_ really pinched my nose for no reason and it really made them mad!
7720	7720	trying to control myself at 711 .. the struggle is beyond real	1	0	trying to control myself at 711 .. the struggle is beyond real	Trying to control myself at 711... de struggle be beyond real!
7721	7721	_twitter-entity_ _twitter-entity_ killt her ass	1	1	_twitter-entity_ _twitter-entity_ killt her ass	They killed her.
7722	7722	i hope they come	1	0	i hope they come	"to the party

I hope they come to the party, y'all!"
7723	7723	ima backwood smoker .. i dnt c how y'all do dem rellos n dutchs	1	1	ima backwood smoker .. i dnt c how y'all do dem rellos n dutchs	I'm a backyard griller.. I don't understand how you all do those ribs and hot dogs.
7724	7724	"\ _twitter-entity_ : â _twitter-entity_ : lol don't text me nowâ "" shut the hell up """	0	1	"\ _twitter-entity_ : â _twitter-entity_ : lol don't text me nowâ "" shut the hell up """	"""Stop messaging me right now"" ""Be quiet!"""
7725	7725	_twitter-entity_ omg luckyyyy	0	0	_twitter-entity_ omg luckyyyy	Oohhh lawd, I'm blessed!
7726	7726	, imaa bouta cry , where is my mom she never stayed out this late a movie not 4hours long	0	1	, imaa bouta cry , where is my mom she never stayed out this late a movie not 4hours long	I'm about to cry, where is my mom? She's never stayed out this late for a movie that isn't even four hours long.
7727	7727	i was just laughing so hard i cried watching a montage of _twitter-entity_	1	0	i was just laughing so hard i cried watching a montage of _twitter-entity_	"bloopers

I were laughing so hard I was cryin' watching a montage of _twitter-entity_ bloopers!"
7728	7728	lol shid aint got no other choice b/c this bx _twitter-entity_ keep playing it over & amp ; over !	1	1	lol shid aint got no other choice b/c this bx _twitter-entity_ keep playing it over & amp ; over !	Lol, man, I don't have any other options because this particular person on Twitter keeps playing it over and over!
7729	7729	_twitter-entity_ _twitter-entity_ _twitter-entity_ that's so fucking gross hahahahahahahha .	1	0	_twitter-entity_ _twitter-entity_ _twitter-entity_ that's so fucking gross hahahahahahahha .	That's so damn nasty, hahahahahahahah!
7730	7730	mel's stealing kylie nd leaving me all alone	0	0	mel's stealing kylie nd leaving me all alone	Melle be stealin' Kylie an' leavin' me out here all by mah lonesome.
7731	7731	i don't know what i would do without _twitter-entity_ , i would be one sad girl !	0	0	i don't know what i would do without _twitter-entity_ , i would be one sad girl !	I don't know what I'd do without _Twitter-entity_, I'd be one sad girl!
7732	7732	_twitter-entity_ pittsburgh did not win this time	0	0	_twitter-entity_ pittsburgh did not win this time	Pittsburgh ain't snag the W this time.
